id,company_name,phone,address,member_type,chapter_name,chapter_state,member_detail_url,construction_specialties,website,state,dataset,source_url,crawl_date,crawl_session,dedup_hash,first_seen,last_seen,is_new
58,CNA Surety,617 994 4306,53 state st Boston MA 02169,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/cna-surety-1657,Insurance | Associate,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,8db1d30fed6d64037a1ca321ba3cbee8,2026-03-26 09:31:30,2026-03-26 09:31:30,1
59,Cole Company Inc,(802) 375-3528,119 Peace Street Manchester Center VT 05255,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/cole-company-inc-10912,Constructor,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,9017942167e538ac8d9eb8cd8a48d3ae,2026-03-26 09:31:30,2026-03-26 09:31:30,1
60,Colliers,781.235.2680,100 Federal St Floor 13 Boston MA 02110,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/colliers-10977,,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,958f15ed830f88f980cbc5f70e745205,2026-03-26 09:31:30,2026-03-26 09:31:30,1
61,Contractors Risk Management,(603) 225-3335,46 South Main Street Suite 1 Concord NH 03301,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/contractors-risk-management-10833,Consulting,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,77c7ae89800052cd9359e9ad8863c04d,2026-03-26 09:31:30,2026-03-26 09:31:30,1
62,Cozen O'Connor,(617) 849-5002,200 State Street Suite 1105 Boston MA 02109,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/cozen-o-connor-10524,Law Firm,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,511726479d32caa5c9b375a316a2c4ce,2026-03-26 09:31:30,2026-03-26 09:31:30,1
63,"Cumming Management Group, Inc",(339) 933-1624,330 Congress St Boston MA 02210,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/cumming-management-group-inc-10557,Program Managers,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,c4cb0122f658aca232411bf7b2b7bf4c,2026-03-26 09:31:30,2026-03-26 09:31:30,1
64,Cushman & Wakefield,781.235.2680,225 Franklin Street #300 Boston MA 02110,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/cushman-wakefield-10850,,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,a480d47b3fc1445f1cb465bce93c9ae3,2026-03-26 09:31:30,2026-03-26 09:31:30,1
65,DCAMM,(617) 727-4050,1 Ashburton Pl.-15th Fl. Div. of Capital Asset Management Boston MA 02108,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/dcamm-1258,,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,a5a87bc957e0a0cb43f5edbfe776522e,2026-03-26 09:31:30,2026-03-26 09:31:30,1
66,"DeIulis Brothers Construction Co., Inc.",(781) 595-8677,31 Collins St. Terrace Lynn MA 01902,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/deiulis-brothers-construction-co-inc-33,Education | Constructor | Health Care | Religious | Restaurants Retail | Tenant Fit-outs,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,d95e1db2e94d2fc857255ff05979f0f0,2026-03-26 09:31:30,2026-03-26 09:31:30,1
67,Dimeo Construction Company,(401) 781-9800,75 Chapman Street Providence RI 02905,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/dimeo-construction-company-providence-1530,Corporate/Commercial | Constructor | Education | Health Care | Historic Preservation/Restoration | Housing Residential | Industrial | Parking Structures | Public Work | Sports Facilities Convention Centers | Tenant Fit-outs,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,276b53f94a9eba7fca2f1477229b8bdc,2026-03-26 09:31:30,2026-03-26 09:31:30,1
68,"DiNicola Law Group, LLC",(617) 279-2593,399 Chestnut Street Second Floor Needham MA 02492,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/dinicola-law-group-llc-151,Law Firm | Associate,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,5154731d4465798f8ace310156754d10,2026-03-26 09:31:30,2026-03-26 09:31:30,1
69,DOC,(413) 534-5667,800 Kelly Way Holyoke MA 01040,Building a Better Way Forward | Building a Better Way Forward,AGC Massachusetts,MA,https://members.agcmass.org/list/member/doc-59,Corporate/Commercial | Criminal Justice | Cultural Facilities | Education | Health Care | Heavy Civil | Higher Education | Historic Preservation/Restoration | Hotels | Housing Residential | Parking Structures | Process Piping | Program Managers | Public Work | Sports Facilities Convention Centers,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,6399df2127258c15115bbee573bc2f55,2026-03-26 09:31:30,2026-03-26 09:31:30,1
70,Driscoll Agency,(781) 681-6656,141 Longwater Drive Suite 203 Norwell MA 02061,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/the-driscoll-agency-norwell-152,Insurance | Associate | Surety,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,6e95358ab3532f99b8d56783a38d77ff,2026-03-26 09:31:30,2026-03-26 09:31:30,1
71,Dellbrook | JKS Construction,(781) 380-1675,859 Willard Street Quincy MA 02169,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/dellbrook-jks-construction-1804,JKS Construction | Constructor | Education | Health Care | Higher Education | Historic Preservation/Restoration | Hotels | Housing Residential | Parking Structures | Restaurants Retail | Sports Facilities Convention Centers,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,654bb3a08c7a5c28e3d40e0c6da82037,2026-03-26 09:31:30,2026-03-26 09:31:30,1
72,Dennis Group,(413) 787-1785,1537 Main Street Springfield MA 01103,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/dennis-group-10723,Industrial,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,b2f5f3878c0d41d748a63d6fdda12393,2026-03-26 09:31:30,2026-03-26 09:31:30,1
73,Department of Labor (DOL),(857) 529-0567,1000 Washington Street Suite 710 Boston MA 02118,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/department-of-labor-dol-10861,,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,60f7b44024d34b44ef16f70ec6a7e330,2026-03-26 09:31:30,2026-03-26 09:31:30,1
74,"Dow Company, Inc.",9786821414,525 Broadway Rd. Dracut MA 01826,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/dow-company-inc-1852,Div 2 Site Work | Subcontractors,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,50ff51f9d069392b486b43c1b27eaac4,2026-03-26 09:31:30,2026-03-26 09:31:30,1
75,Downes Construction Company,(860) 229-3755,200 Stanley Street New Britain CT 06051,Constructor,AGC Massachusetts,MA,https://members.agcmass.org/list/member/downes-construction-company-10999,Constructors | Consulting | Corporate/Commercial | Education | Health Care | Higher Education | Historic Preservation/Restoration | Institutional | Program Managers | Public Work | Sports Facilities Convention Centers | Tenant Fit-outs,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,1d4831ae0eca563e46a9e9084f876d81,2026-03-26 09:31:30,2026-03-26 09:31:30,1
76,"E.J. Callahan & Associates, LLC",(617) 974-7697,1 Pleasure Island Road Suite 2A Wakefield MA 01880,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/e-j-callahan-associates-llc-wakefield-939,Accounting | Associate | Consulting | Financial Services,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,f2ac402de2fb247021f328ade77ae22e,2026-03-26 09:31:30,2026-03-26 09:31:30,1
77,"Elaine Construction, Inc.",(617) 332-8400,90 Wells Avenue Newton MA 02459,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/elaine-construction-inc-37,Corporate/Commercial | Constructor | Education | Health Care | Hotels | Industrial | Laboratories Research Clean Rooms | Restaurants Retail | Tenant Fit-outs,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,9f448e9aa191bb6edd56480ce587f565,2026-03-26 09:31:30,2026-03-26 09:31:30,1
78,"ENE Systems, Inc.",(781) 828-6770,480 Neponset Street Suite 11D Canton MA 02021,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/ene-systems-inc-288,Div 7 Thermal and Moisture Protection | Div 10 Specialties | Subcontractors,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,82da62880df22857b94c6f2a6fbe3629,2026-03-26 09:31:30,2026-03-26 09:31:30,1
79,"Erland Construction, Inc.",(781) 272-9440,71 Third Avenue Burlington MA 01803,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/erland-construction-inc-burlington-39,Assisted Living Elder Care | BioTech | Constructor | Corporate/Commercial | Education | Health Care | Industrial,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,a4fa160257630196e3947ecb5191ea93,2026-03-26 09:31:30,2026-03-26 09:31:30,1
80,"Ernest Guigli & Sons, Inc.",(508) 652-9800,10 Tech Circle Natick MA 01760,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/ernest-guigli-sons-inc-104,Div 2 Site Work | Subcontractors,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,6e8b6646d34a0ccbd8fc78cda0b4e9e9,2026-03-26 09:31:30,2026-03-26 09:31:30,1
81,EFR Mechanical,(857) 286-0589,108 Clematis Ave suite 5 Waltham MA 02453,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/efr-mechanical-10718,Subcontractors,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,388df028e5f16501c440f78a41e24568,2026-03-26 09:31:30,2026-03-26 09:31:30,1
82,"Enlaye, Inc.",(617) 216-8658,125 Western Avenue c/o Harvard Innovation Labs Boston MA 02163,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/enlaye-inc-11076,Risk Management,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,4c0b8895275a87f31ff80904f3483295,2026-03-26 09:31:30,2026-03-26 09:31:30,1
83,"F.L. Caulfield & Sons, Inc.",(617) 472-8800,85 Federal Avenue Quincy MA 02169,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/f-l-caulfield-sons-inc-23,Corporate/Commercial | Constructor | Education | Government Military | Health Care | Laboratories Research Clean Rooms | Religious | Restaurants Retail | Tenant Fit-outs,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,e77b1ae2aee2b2da7bd463671222526a,2026-03-26 09:31:30,2026-03-26 09:31:30,1
84,"F.W. Madigan Company, Inc.",(508) 753-1459,367 Chandler Street Worcester MA 01602,Fourth generation GC/CM | Fourth generation GC/CM,AGC Massachusetts,MA,https://members.agcmass.org/list/member/f-w-madigan-company-inc-53,Assisted Living Elder Care | Constructor | Corporate/Commercial | Education | Financial Services | Health Care | Higher Education | Historic Preservation/Restoration | Hotels | Industrial | Institutional | Laboratories Research Clean Rooms | Religious | Restaurants Retail | Telecommunications,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,0712b3bc66ba3871fe7bf1f13479da1e,2026-03-26 09:31:30,2026-03-26 09:31:30,1
85,"Fontaine Brothers, Inc.",(413) 781-2020,510 Cottage Street Springfield MA 01104,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/fontaine-brothers-inc-41,Corporate/Commercial | Constructor | Criminal Justice | Education | Historic Preservation/Restoration | Parking Structures | Public Work | Religious,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,53ba05a0f607f3b1df00724eaf527abb,2026-03-26 09:31:30,2026-03-26 09:31:30,1
86,Franklin Cummings Tech,781.235.2680,41 Berkeley Street Boston MA 02116,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/franklin-cummings-tech-1584,,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,b7a340376de8502da2670dba01bc541b,2026-03-26 09:31:30,2026-03-26 09:31:30,1
87,Feldman Geospatial,(617) 357-9740,152 Hampden Street Boston MA 02119,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/feldman-geospatial-10864,Engineering,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,8b573c800afa303a4135f24ba05d079e,2026-03-26 09:31:30,2026-03-26 09:31:30,1
88,First Nick Companies,(617) 628-5130,155-E New Boston Street Woburn MA 01801,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/first-nick-companies-9219,Div 9 Finishes,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,e0dd06757fcfdcc87281a26b5f242e38,2026-03-26 09:31:30,2026-03-26 09:31:30,1
89,Fortified Construction Group LLC,(603) 660-4157,126 NH-27 Raymond NH 03077,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/fortified-construction-group-llc-11059,Demolition,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,bdd8053275cecaa5562757e8f4d994da,2026-03-26 09:31:30,2026-03-26 09:31:30,1
90,"G. Greene Construction Co., Inc.",(617) 782-1100,240 Lincoln Street Boston MA 02134,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/g-greene-construction-co-inc-43,Corporate/Commercial | Constructor | Education | Health Care | Laboratories Research Clean Rooms | Underground Utilities,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,911d654097719fc4677a1971c34383d0,2026-03-26 09:31:30,2026-03-26 09:31:30,1
91,"Gaston Electrical Co., Inc.",(781) 255-8881,85 Morse St. Norwood MA 02062,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/gaston-electrical-co-inc-1591,Div 16 Electrical | Construction Materials and Supplies | Constructor | Historic Preservation/Restoration | Subcontractors | Telecommunications | Tenant Fit-outs,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,17fe85d7ab4cdf567116f1b159160ecc,2026-03-26 09:31:30,2026-03-26 09:31:30,1
92,Gilbane Building Company,(617) 478-3300,10 Channel Center Street Suite 100 Boston MA 02210,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/gilbane-building-company-boston-42,Corporate/Commercial | Constructor | Criminal Justice | Education | Health Care | Laboratories Research Clean Rooms | Public Work | Sports Facilities Convention Centers | Transportation Airports,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,ec826147fdcb7b4a328463a3176537fb,2026-03-26 09:31:30,2026-03-26 09:31:30,1
93,Grassetti Brothers Inc,(508) 888-7755,19 Research Road Falmouth Technology Park East Falmouth MA 02536,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/grassetti-brothers-inc-1594,Engineering | Constructor,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,87973417150285f0c1eb3a6188a67bc1,2026-03-26 09:31:30,2026-03-26 09:31:30,1
94,Gleeson Powers Inc,1-508-553-0800,10 Southville Road Southborough MA 01772,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/gleeson-powers-inc-4933,Div 10 Specialties,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,b298a1522658794fe8d0aaca3a766d81,2026-03-26 09:31:30,2026-03-26 09:31:30,1
95,H&H Builders Inc.,(617) 282-1082,22 Reservoir Park Drive Suite 2 Rockland MA 02370,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/h-h-builders-inc-44,Constructor,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,7e263ac54f29226d752216e4910a69d3,2026-03-26 09:31:30,2026-03-26 09:31:30,1
96,Hamilton Construction Management Corp.,(617) 850-7242,39 Brighton Avenue Boston MA 02134,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/hamilton-construction-management-corp-165,Associate,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,6de736af971550abc5e1399b1d2b1d04,2026-03-26 09:31:30,2026-03-26 09:31:30,1
97,Harris Beach Murtha Cullina PLLC,(617) 457-4000,33 Arch St. 12th Floor Boston MA 02110,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/harris-beach-murtha-cullina-pllc-188,Law Firm | Associate,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,28985d047ef083c343f8ab6adc50944d,2026-03-26 09:31:30,2026-03-26 09:31:30,1
98,Hart Companies,(401) 658-4600,800 Scenic View Drive Cumberland RI 02864,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/hart-companies-cumberland-1536,BioTech | Constructor | Institutional | Laboratories Research Clean Rooms,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,37edc10f43ddebde14fb850f53bd5402,2026-03-26 09:31:30,2026-03-26 09:31:30,1
99,Hinckley Allen,(617) 345-9000,28 State Street Boston MA 02109,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/hinckley-allen-boston-167,Law Firm | Associate,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,5588eedf92502821fef19c492af08657,2026-03-26 09:31:30,2026-03-26 09:31:30,1
100,Holland & Knight LLP,(617) 523-2700,Construction Industry Practice Group 10 St. James Avenue Boston MA 02116,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/holland-knight-llp-169,Law Firm | Associate,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.386816+00:00,20260326_090725,7b34c40183648eb068dfcea0fd0cd363,2026-03-26 09:31:30,2026-03-26 09:31:30,1
