id,company_name,address,city,state,zip_code,country,phone,email,website,member_type,net_zero_qualified,renomark,province,local_hba,member_url,dataset,source_url,crawl_date,crawl_session,dedup_hash,first_seen,last_seen,is_new
71,Alta Mira Professional Painting Services Inc.,7 MacEwan Glen Road NW,Calgary,AB,,Canada,(403) 615-7114,,,Trade Contractor,False,False,AB,,https://hub.chba.ca/member-directory/Details/alta-mira-professional-painting-services-inc-2945841,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.177554+00:00,20260326_092850,3d620a325b07295932d8a7e094984314,2026-03-26 09:31:32,2026-03-26 09:31:32,1
72,ARTium Design Build Inc. & Just Basements,2853 Carp Road,Ottawa,ON,,Canada,(613) 836-0306,,,Renovator,False,True,ON,,https://hub.chba.ca/member-directory/Details/artium-design-build-inc-just-basements-3562172,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.177554+00:00,20260326_092850,6b2b8a847b2e2a56c2f8130908a66354,2026-03-26 09:31:32,2026-03-26 09:31:32,1
73,Arriscraft Canada Inc.,P. O. Box 3190 875 Speedsville Rd.,Cambridge,ON,,Canada,,,,Supplier,False,False,ON,,https://hub.chba.ca/member-directory/Details/arriscraft-canada-inc-3198039,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.177554+00:00,20260326_092850,04085550fefa6e308cdd9de09f43b7a6,2026-03-26 09:31:32,2026-03-26 09:31:32,1
74,Agius Builders Ltd.,3030 Kilpatrick Ave.,Unit 612,BC,,Canada,(250) 334-3061,,,Builder,False,False,BC,,https://hub.chba.ca/member-directory/Details/agius-builders-ltd-3272961,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.177554+00:00,20260326_092850,934fc72831fb2aff335f08b6bdb9e555,2026-03-26 09:31:32,2026-03-26 09:31:32,1
75,Aable Construction Limited,2430 Delzotto Avenue,Gloucester,ON,,Canada,(613) 822-0731,,,Builder,False,False,ON,,https://hub.chba.ca/member-directory/Details/aable-construction-limited-3562087,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.177554+00:00,20260326_092850,92b0564131a9c05bb3eb95a627a9e4db,2026-03-26 09:31:32,2026-03-26 09:31:32,1
76,Avon Maitland District School Board,62 Chalk Street North,Seaforth,ON,,Canada,(519) 949-8717,,,,False,False,ON,,https://hub.chba.ca/member-directory/Details/avon-maitland-district-school-board-3198261,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.177554+00:00,20260326_092850,b6c630eedaf1e83f5af2bc96e70b9bbe,2026-03-26 09:31:32,2026-03-26 09:31:32,1
77,A & J Hanna Construction Ltd.,550 Alison Blvd.,Fredericton,NB,,Canada,(506) 452-8120,,,Builder,False,False,NB,,https://hub.chba.ca/member-directory/Details/a-j-hanna-construction-ltd-3563611,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.177554+00:00,20260326_092850,5f00f9433f640d66aaa879456a006a76,2026-03-26 09:31:32,2026-03-26 09:31:32,1
78,Avenue 31 Capital Inc.,,250 City Centre,ON,,Canada,(833) 283-3131,,,Builder,False,False,ON,,https://hub.chba.ca/member-directory/Details/avenue-31-capital-inc-3197596,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.177554+00:00,20260326_092850,f0d748cf3efb215addc1571e99bc62c6,2026-03-26 09:31:32,2026-03-26 09:31:32,1
79,Aaron Brown Construction,3800 Donnelly Drive,Kemptville,ON,,Canada,(613) 807-5606,,,Renovator,False,False,ON,,https://hub.chba.ca/member-directory/Details/aaron-brown-construction-2945969,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.177554+00:00,20260326_092850,9b88bc63be86734a82ec77fcec72771c,2026-03-26 09:31:32,2026-03-26 09:31:32,1
80,Align Home Design Ltd.,5404 97 Street NW,Edmonton,AB,,Canada,(587) 772-1721,,,,False,False,AB,,https://hub.chba.ca/member-directory/Details/align-home-design-ltd-2945887,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.177554+00:00,20260326_092850,c6f4d950d964fc7e57720d90665545e8,2026-03-26 09:31:32,2026-03-26 09:31:32,1
81,A-Top Roofing Ltd,10055 - 129 Street,Surrey,BC,,Canada,(778) 874-0421,,,Trade Contractor,False,False,BC,,https://hub.chba.ca/member-directory/Details/a-top-roofing-ltd-4472242,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.177554+00:00,20260326_092850,459ab5a6e036fecf354dc9ca01b1c496,2026-03-26 09:31:32,2026-03-26 09:31:32,1
82,AM & Sons Construction Ltd.,1358 Connaught St.,Regina,SK,,Canada,(306) 596-3505,,,Trade Contractor,False,False,SK,,https://hub.chba.ca/member-directory/Details/am-sons-construction-ltd-3813390,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.177554+00:00,20260326_092850,2faebad383d1463f6df3c17d68d2544e,2026-03-26 09:31:32,2026-03-26 09:31:32,1
83,Aalto Developments Inc.,185 Dunlop St. E. C4,Barrie,ON,,Canada,(705) 795-5116,,,Builder,False,False,ON,,https://hub.chba.ca/member-directory/Details/aalto-developments-inc-3197857,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.177554+00:00,20260326_092850,1573ae67926af0ca4374b0bf30026a72,2026-03-26 09:31:32,2026-03-26 09:31:32,1
84,AM Group of Companies,9485 Beachwood Rd.,Collingwood,ON,,Canada,(705) 445-3540,,,Trade Contractor,False,False,ON,,https://hub.chba.ca/member-directory/Details/am-group-of-companies-3197850,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.178557+00:00,20260326_092850,799e74e7e7c7b028163dfc098db714a8,2026-03-26 09:31:32,2026-03-26 09:31:32,1
85,Aspen Brick & Stone,9675-45 Avenue,Edmonton,AB,,Canada,(780) 907-6556,,,Supplier,False,False,AB,,https://hub.chba.ca/member-directory/Details/aspen-brick-stone-2945746,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.178557+00:00,20260326_092850,500e1ff250f1babd849c266ffa7cc216,2026-03-26 09:31:32,2026-03-26 09:31:32,1
86,Amrik Land Development Corp,#200 10310 Jasper Ave,Edmonton,AB,,Canada,(780) 420-6868,,,Developer,False,False,AB,,https://hub.chba.ca/member-directory/Details/amrik-land-development-corp-2945823,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.178557+00:00,20260326_092850,7e6b774f2f8d8d6dcad965aa56812ce1,2026-03-26 09:31:32,2026-03-26 09:31:32,1
87,API Building & Renovation,,,,,Canada,(778) 840-8728,,,Renovator,False,False,,,https://hub.chba.ca/member-directory/Details/api-building-renovation-3274146,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.178557+00:00,20260326_092850,2ed28dad3da81057289350a586966cbf,2026-03-26 09:31:32,2026-03-26 09:31:32,1
88,Artista Homes Ltd.,114 - 305 Fort Whyte Way,Oak Bluff,MB,,Canada,(204) 415-6625,,,Builder,False,False,MB,,https://hub.chba.ca/member-directory/Details/artista-homes-ltd-3197254,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.178557+00:00,20260326_092850,6616f3ab5264248693863b446cc9a463,2026-03-26 09:31:32,2026-03-26 09:31:32,1
89,Aspen Ridge Homes,,29 Floral Parkway,ON,,Canada,(905) 669-9292,,,Developer,False,False,ON,,https://hub.chba.ca/member-directory/Details/aspen-ridge-homes-2945743,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.178557+00:00,20260326_092850,3cb466518f1e7fe771fb34029c093776,2026-03-26 09:31:32,2026-03-26 09:31:32,1
90,Advanced Insulation Inc.,2734 Day Street,Sunnyside,MB,,Canada,(204) 470-9797,,,,False,False,MB,,https://hub.chba.ca/member-directory/Details/advanced-insulation-inc-3197376,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.178557+00:00,20260326_092850,3ce1594b03fe7dc5fbf3f048222603d1,2026-03-26 09:31:32,2026-03-26 09:31:32,1
91,Alba Home Services Inc,300 Earl Grey Dr,Suite 407,ON,,Canada,(613) 831-9802,,,Builder,False,False,ON,,https://hub.chba.ca/member-directory/Details/alba-home-services-inc-3563639,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.178557+00:00,20260326_092850,02ca07f3475538bbba6e22f13d248578,2026-03-26 09:31:32,2026-03-26 09:31:32,1
92,Airmax Technologies,209 Citation Drive,Unit 5 & 6,ON,,Canada,(905) 264-1414,,,Supplier,False,False,ON,,https://hub.chba.ca/member-directory/Details/airmax-technologies-2945917,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.181554+00:00,20260326_092850,ae8359e3589ca9ee882bf77ca92d542a,2026-03-26 09:31:32,2026-03-26 09:31:32,1
93,Aidan Homes Ltd.,111 Boyd Street,Saskatoon,SK,,Canada,(306) 221-3120,,,Builder,False,False,SK,,https://hub.chba.ca/member-directory/Details/aidan-homes-ltd-3323726,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.181554+00:00,20260326_092850,f5df2e6e9d51c6067807aaaf4fb0da2b,2026-03-26 09:31:32,2026-03-26 09:31:32,1
94,Aeroseal GTA,230 Mackenzie Avenue,Ajax,ON,,Canada,(647) 367-6111,,,Trade Contractor,False,True,ON,,https://hub.chba.ca/member-directory/Details/aeroseal-gta-3561468,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.181554+00:00,20260326_092850,a4e8f4362ae94e694a765397f8d96a56,2026-03-26 09:31:32,2026-03-26 09:31:32,1
95,Acera Insurance,690 Victoria Street,Prince George,BC,,Canada,(250) 564-4434,,,,False,False,BC,,https://hub.chba.ca/member-directory/Details/acera-insurance-3272575,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.181554+00:00,20260326_092850,25f83bf8aab9e91d945128b81dc7e07d,2026-03-26 09:31:32,2026-03-26 09:31:32,1
96,Artcraft Kitchens,4417 Kent Avenue,Niagara Falls,ON,,Canada,(905) 354-5657,,,Supplier,False,False,ON,,https://hub.chba.ca/member-directory/Details/artcraft-kitchens-2945764,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.181554+00:00,20260326_092850,eaa777fb1a607ee08dad0ba004fc36d9,2026-03-26 09:31:32,2026-03-26 09:31:32,1
97,Apcon Group,8158 128 ST #364,Surrey,BC,,Canada,,,,Builder,False,False,BC,,https://hub.chba.ca/member-directory/Details/apcon-group-3272411,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.181554+00:00,20260326_092850,21fb11fb2c2a7a75accf028753180850,2026-03-26 09:31:32,2026-03-26 09:31:32,1
98,Appliance Canada a division of Leon's Furniture Limited,8701 Jane Street,Unit 1,ON,,Canada,,,,Supplier,False,False,ON,,https://hub.chba.ca/member-directory/Details/appliance-canada-a-division-of-leon-s-furniture-limited-2945800,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.181554+00:00,20260326_092850,0daa1974094b2f575ae839e4b6054242,2026-03-26 09:31:32,2026-03-26 09:31:32,1
99,Arriscraft/Canada Brick,875 Speedsville Road,Cambridge,ON,,Canada,(519) 494-0381,,,Supplier,False,False,ON,,https://hub.chba.ca/member-directory/Details/arriscraft-canada-brick-3198270,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.181554+00:00,20260326_092850,a3ce3c0ccc9411421f95e6966d80a0c0,2026-03-26 09:31:32,2026-03-26 09:31:32,1
100,Axis Insurance Managers Inc.,,100-1201 Glenmore Trail SW,AB,,Canada,(403) 462-2595,,,,False,False,AB,,https://hub.chba.ca/member-directory/Details/axis-insurance-managers-inc-3888746,chba_home_builders,https://hub.chba.ca/member-directory,2026-03-26T09:31:32.181554+00:00,20260326_092850,5a6feae5b4922de7e509b74608ab2d5a,2026-03-26 09:31:32,2026-03-26 09:31:32,1
