id,company_name,address,office_street,city,state,zip,country,phone,website,state_chapter,membership_type,engineering_disciplines,acec_member_id,detail_url,dataset,source_url,crawl_date,crawl_session,dedup_hash,first_seen,last_seen,is_new
52,HDR,"99 High St , 23rd Floor , Boston , MA 02110-2378 , United States","99 High St, 23rd Floor",Boston,MA,02110-2378,US,(617) 357-7795,https://www.hdrinc.com/,MA,Regular Member,,hdr-4136640,https://members.acecma.org/fullmemberfirmdirectory/Details/hdr-4136640,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.278942+00:00,20260325_112244,b83ed32718e650ee8bb97c01778a41e1,2026-03-25 11:26:25,2026-03-25 11:26:25,1
53,"Highpoint Engineering, Inc.","980 Washington Street , Suite 216 , Dedham , MA 02026 , United States","980 Washington Street, Suite 216",Dedham,MA,02026,US,(781) 770-0970,http://www.highpointeng.com/,MA,Regular Member,,highpoint-engineering-inc-4136643,https://members.acecma.org/fullmemberfirmdirectory/Details/highpoint-engineering-inc-4136643,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.278942+00:00,20260325_112244,778023a0ac5375c55c67431a1369d91a,2026-03-25 11:26:25,2026-03-25 11:26:25,1
54,HNTB Corporation,"31 St. James Ave , Suite 300 , Boston , MA 02116 , United States","31 St. James Ave, Suite 300",Boston,MA,02116,US,(617) 542-6900,http://www.hntb.com/,MA,Regular Member,,hntb-corporation-4136641,https://members.acecma.org/fullmemberfirmdirectory/Details/hntb-corporation-4136641,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.278942+00:00,20260325_112244,0bc1d40e6b19d84ccad727ce836fc66e,2026-03-25 11:26:25,2026-03-25 11:26:25,1
55,Horsley Witten Group,"90 Route 6A , Unit 1 , Sandwich , MA 02563 , United States","90 Route 6A, Unit 1",Sandwich,MA,02563,US,(508) 833-6600,http://www.horsleywitten.com/,MA,Regular Member,,horsley-witten-group-4136645,https://members.acecma.org/fullmemberfirmdirectory/Details/horsley-witten-group-4136645,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.278942+00:00,20260325_112244,e0be751ac08da6abb6386e9506ec0da1,2026-03-25 11:26:25,2026-03-25 11:26:25,1
56,Howard Stein Hudson,"11 Beacon Street , Suite 1010 , Boston , MA 02108 , United States","11 Beacon Street, Suite 1010",Boston,MA,02108,US,(617) 348-3303,http://www.hshassoc.com/,MA,Regular Member,,howard-stein-hudson-4136585,https://members.acecma.org/fullmemberfirmdirectory/Details/howard-stein-hudson-4136585,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.278942+00:00,20260325_112244,63e594459c30894da68c25fe4c190a62,2026-03-25 11:26:25,2026-03-25 11:26:25,1
57,"Hoyle, Tanner & Associates, Inc.","285 Billerica Rd, Suite 203 , Chelmsford , MA 01824 , United States","285 Billerica Rd, Suite 203",Chelmsford,MA,01824,US,(978) 252-3625,https://www.hoyletanner.com/,MA,Associate Member,,hoyle-tanner-associates-inc-4136639,https://members.acecma.org/fullmemberfirmdirectory/Details/hoyle-tanner-associates-inc-4136639,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.278942+00:00,20260325_112244,5b41c4471253e96a1f2f2dc4e7a2df02,2026-03-25 11:26:25,2026-03-25 11:26:25,1
58,IMEG,"10 Franklin Street, Suite 3B , Boston , MA 02110 , United States","10 Franklin Street, Suite 3B",Boston,MA,02110,US,(617) 542-0810 102,https://www.imegcorp.com/,MA,Regular Member,,imeg-4136644,https://members.acecma.org/fullmemberfirmdirectory/Details/imeg-4136644,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.278942+00:00,20260325_112244,6065547c4de44827a56256ae5c323a07,2026-03-25 11:26:25,2026-03-25 11:26:25,1
59,Infrasense,"21-G Olympia Avenue , Suite 60 , Woburn , MA 01801 , United States","21-G Olympia Avenue, Suite 60",Woburn,MA,01801,US,(781) 281-1686,https://infrasense.com/,MA,Regular Member,,infrasense-4136587,https://members.acecma.org/fullmemberfirmdirectory/Details/infrasense-4136587,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.278942+00:00,20260325_112244,294990439a82d0c782285a0b6224c917,2026-03-25 11:26:25,2026-03-25 11:26:25,1
60,Jacobs,"120 St. James Ave , 5th Floor , Boston , MA 02116 , United States","120 St. James Ave, 5th Floor",Boston,MA,02116,US,(617) 532-4316,https://www.jacobs.com/,MA,Regular Member,,jacobs-4136649,https://members.acecma.org/fullmemberfirmdirectory/Details/jacobs-4136649,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.278942+00:00,20260325_112244,c8ab7f94e438e8a98cab7d2e7d61147f,2026-03-25 11:26:25,2026-03-25 11:26:25,1
61,KCI Technologies,"36 Jackman Street , Unit 11 , Georgetown , MA 01833 , United States","36 Jackman Street, Unit 11",Georgetown,MA,01833,US,(617) 716-9236,https://www.kci.com/,MA,Regular Member,,kci-technologies-4136652,https://members.acecma.org/fullmemberfirmdirectory/Details/kci-technologies-4136652,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.278942+00:00,20260325_112244,3d6d7f590a65390779770be43341caf9,2026-03-25 11:26:25,2026-03-25 11:26:25,1
62,"Kimley-Horn and Associates, Inc.","271 Waverley Oaks Road , Suite 302 , Waltham , MA 02452 , United States","271 Waverley Oaks Road, Suite 302",Waltham,MA,02452,US,(781) 328-0675,http://www.kimley-horn.com/,MA,Associate Member,,kimley-horn-and-associates-inc-4136648,https://members.acecma.org/fullmemberfirmdirectory/Details/kimley-horn-and-associates-inc-4136648,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.289942+00:00,20260325_112244,cb7652d9b71cd8b8423d0cd9d3fd7ebc,2026-03-25 11:26:25,2026-03-25 11:26:25,1
63,"Kittelson & Associates, Inc.","1 Washington Mall , Suite 1101 , Boston , MA 02108 , United States","1 Washington Mall, Suite 1101",Boston,MA,02108,US,(617) 377-4004,http://www.kittelson.com/offices/boston,MA,Associate Member,,kittelson-associates-inc-4136642,https://members.acecma.org/fullmemberfirmdirectory/Details/kittelson-associates-inc-4136642,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.289942+00:00,20260325_112244,12b9b3c510b8e391a90a8ea704967f36,2026-03-25 11:26:25,2026-03-25 11:26:25,1
64,Kleinfelder,"One Beacon St , Suite 8100 , Boston , MA 02108 , United States","One Beacon St, Suite 8100",Boston,MA,02108,US,(617) 497-7800,https://www.kleinfelder.com/,MA,Regular Member,,kleinfelder-4136646,https://members.acecma.org/fullmemberfirmdirectory/Details/kleinfelder-4136646,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.289942+00:00,20260325_112244,3d32efcf87964bfe7ef0deafff6ba1ed,2026-03-25 11:26:25,2026-03-25 11:26:25,1
65,"Lahlaf Geotechnical Consulting, Inc. (LGCI)","100 Chelmsford Road , Suite 2 , Billerica , MA 01862 , United States","100 Chelmsford Road, Suite 2",Billerica,MA,01862,US,(978) 330-5912,http://www.lgcinc.net/,MA,Regular Member,,lahlaf-geotechnical-consulting-inc-lgci-4136589,https://members.acecma.org/fullmemberfirmdirectory/Details/lahlaf-geotechnical-consulting-inc-lgci-4136589,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.289942+00:00,20260325_112244,7cecbdaa9a8b5aec3c8e73372940ec66,2026-03-25 11:26:25,2026-03-25 11:26:25,1
66,Lamson Engineering Corporation,"437 Cherry Street , #109 , Newton , MA 02465 , United States","437 Cherry Street, #109",Newton,MA,02465,US,(617) 558-0101,http://lamsonengineering.com/,MA,Regular Member,,lamson-engineering-corporation-4136600,https://members.acecma.org/fullmemberfirmdirectory/Details/lamson-engineering-corporation-4136600,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.289942+00:00,20260325_112244,931ee3a450ad1b0ad3d795ce13f2ada8,2026-03-25 11:26:25,2026-03-25 11:26:25,1
67,"LandTech Consultants, Inc.","515 Groton Road , Westford , MA 01886 , United States",515 Groton Road,Westford,MA,01886,US,(978) 265-2400,http://www.landtechinc.com/,MA,Regular Member,,landtech-consultants-inc-4136601,https://members.acecma.org/fullmemberfirmdirectory/Details/landtech-consultants-inc-4136601,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.289942+00:00,20260325_112244,c514354a59d2ab997cd9e4750d8d035c,2026-03-25 11:26:25,2026-03-25 11:26:25,1
68,Langan Engineering & Environmental Services,"100 Cambridge Street , Ste 1310 , Boston , MA 02114 , United States","100 Cambridge Street, Ste 1310",Boston,MA,02114,US,(617) 824-9100,http://langan.com/,MA,Regular Member,,langan-engineering-environmental-services-4136647,https://members.acecma.org/fullmemberfirmdirectory/Details/langan-engineering-environmental-services-4136647,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.289942+00:00,20260325_112244,6e584c94b0a77d73d720b7f270ad1a61,2026-03-25 11:26:25,2026-03-25 11:26:25,1
69,"Lin Associates, Inc","2001 Beacon Street , Suite 310 , Brighton , MA 02135-7786 , United States","2001 Beacon Street, Suite 310",Brighton,MA,02135-7786,US,(617) 566-4216 116,http://www.linboston.com/,MA,Associate Member,,lin-associates-inc-4136608,https://members.acecma.org/fullmemberfirmdirectory/Details/lin-associates-inc-4136608,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.289942+00:00,20260325_112244,39893c27fb8854d64fa716a2ec23ab40,2026-03-25 11:26:25,2026-03-25 11:26:25,1
70,LiRo-Hill,"One Gateway Center , 300 Washington St #902 , Newton , MA 02458 , United States","One Gateway Center, 300 Washington St #902",Newton,MA,02458,US,,https://www.liro.com/,MA,Regular Member,,liro-hill-4136628,https://members.acecma.org/fullmemberfirmdirectory/Details/liro-hill-4136628,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.289942+00:00,20260325_112244,1432863136e082863ba2ddf4086bb03d,2026-03-25 11:26:25,2026-03-25 11:26:25,1
71,"LUNA Engineering, Inc.","148 Pioneer Dr , Leominster , MA 01453 , United States",148 Pioneer Dr,Leominster,MA,01453,US,(978) 875-0980,https://lunaengineering.us/,MA,Regular Member,,luna-engineering-inc-4136611,https://members.acecma.org/fullmemberfirmdirectory/Details/luna-engineering-inc-4136611,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.289942+00:00,20260325_112244,3cf8eb059756fed8991bcf72d1ef700b,2026-03-25 11:26:25,2026-03-25 11:26:25,1
72,LXC Engineering Group LLC,"999 Broadway Suite 201 , Saugus , MA 09106 , United States",999 Broadway Suite 201,Saugus,MA,09106,US,(617) 273-5635,http://www.lxceg.com/,MA,Regular Member,,lxc-engineering-group-llc-4581527,https://members.acecma.org/fullmemberfirmdirectory/Details/lxc-engineering-group-llc-4581527,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.289942+00:00,20260325_112244,70ee75f0202d8a8d0968742d88368038,2026-03-25 11:26:25,2026-03-25 11:26:25,1
73,McClure,"225 Friend St , Suite 805 , Boston , MA 02114 , United States","225 Friend St, Suite 805",Boston,MA,02114,US,(617) 875-2285,https://mcclurevision.com/,MA,Regular Member,,mcclure-4136663,https://members.acecma.org/fullmemberfirmdirectory/Details/mcclure-4136663,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.289942+00:00,20260325_112244,624151dcd9f659856bd60ad6926e8aa0,2026-03-25 11:26:25,2026-03-25 11:26:25,1
74,McFarland Johnson,"125 Nagog Park , Suite 220 , Acton , MA 01720 , United States","125 Nagog Park, Suite 220",Acton,MA,01720,US,(978) 795-6942,http://www.mjinc.com/,MA,Regular Member,,mcfarland-johnson-4136653,https://members.acecma.org/fullmemberfirmdirectory/Details/mcfarland-johnson-4136653,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.289942+00:00,20260325_112244,5edd13f30af56c7fce0592a66409790e,2026-03-25 11:26:25,2026-03-25 11:26:25,1
75,Meridian Associates Inc.,"500 Cummings Center , Suite 5950 , Beverly , MA 01915 , United States","500 Cummings Center, Suite 5950",Beverly,MA,01915,US,(978) 299-0447 254,http://www.meridianassoc.com/,MA,Associate Member,,meridian-associates-inc-4136613,https://members.acecma.org/fullmemberfirmdirectory/Details/meridian-associates-inc-4136613,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.289942+00:00,20260325_112244,862f975049eb8f327c878de9ee315fad,2026-03-25 11:26:25,2026-03-25 11:26:25,1
76,"Michael Baker International, Inc.","890 Winter Street, Suite 208 , Waltham , MA 02451 , United States","890 Winter Street, Suite 208",Waltham,MA,02451,US,(617) 528-6212,https://mbakerintl.com/,MA,Regular Member,,michael-baker-international-inc-4136650,https://members.acecma.org/fullmemberfirmdirectory/Details/michael-baker-international-inc-4136650,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.289942+00:00,20260325_112244,c3b9fe65e9c8bfb908d23f006f8188a1,2026-03-25 11:26:25,2026-03-25 11:26:25,1
77,Modjeski & Masters,"301 Manchester Road , Suite 102 , Poughkeepsie , NY 12603 , United States","301 Manchester Road, Suite 102",Poughkeepsie,NY,12603,US,(845) 471-2630,http://www.modjeski.com/,MA,Regular Member,,modjeski-masters-4136571,https://members.acecma.org/fullmemberfirmdirectory/Details/modjeski-masters-4136571,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.289942+00:00,20260325_112244,145272a2b0c8c685d0052dc507dca7a6,2026-03-25 11:26:25,2026-03-25 11:26:25,1
78,"Mott MacDonald, LLC","101 Station Drive , Suite 230 , Westwood , MA 02090 , United States","101 Station Drive, Suite 230",Westwood,MA,02090,US,(781) 636-4033,http://www.mottmac.com/,MA,Regular Member,,mott-macdonald-llc-4136651,https://members.acecma.org/fullmemberfirmdirectory/Details/mott-macdonald-llc-4136651,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.289942+00:00,20260325_112244,f13dd0a458d3353ba2183939f97f5840,2026-03-25 11:26:25,2026-03-25 11:26:25,1
79,"MP Engineers, P.C.","101 Arch St, 8th Floor , Boston , MA 02110 , United States","101 Arch St, 8th Floor",Boston,MA,02110,US,(857) 341-2040,https://www.mpengs.com/,MA,Regular Member,,mp-engineers-p-c-4175691,https://members.acecma.org/fullmemberfirmdirectory/Details/mp-engineers-p-c-4175691,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.291012+00:00,20260325_112244,b55a7dab0521f05272111e4653b28ed6,2026-03-25 11:26:25,2026-03-25 11:26:25,1
80,"Nitsch Engineering, Inc.","2 Center Plaza , Suite 430 , Boston , MA 02108 , United States","2 Center Plaza, Suite 430",Boston,MA,02108,US,(617) 338-0063,http://www.nitscheng.com/,MA,Regular Member,,nitsch-engineering-inc-4136654,https://members.acecma.org/fullmemberfirmdirectory/Details/nitsch-engineering-inc-4136654,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.291012+00:00,20260325_112244,c809f9c0f3a08f72afd38b96e4462a06,2026-03-25 11:26:25,2026-03-25 11:26:25,1
81,Nobis Group,"55 Technology Dr , Suite 101 , Lowell , MA 01851 , United States","55 Technology Dr, Suite 101",Lowell,MA,01851,US,(978) 703-6011,http://www.nobis-group.com/,MA,Regular Member,,nobis-group-4136667,https://members.acecma.org/fullmemberfirmdirectory/Details/nobis-group-4136667,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.291012+00:00,20260325_112244,0fd532ddbf491688e1f31aea459bab33,2026-03-25 11:26:25,2026-03-25 11:26:25,1
82,"Norwood Engineering Co, Inc","1410 Providence Hwy , Norwood , MA 02062-5023 , United States",1410 Providence Hwy,Norwood,MA,02062-5023,US,(781) 762-0143,http://www.norwoodengineering.com/,MA,Regular Member,,norwood-engineering-co-inc-4136616,https://members.acecma.org/fullmemberfirmdirectory/Details/norwood-engineering-co-inc-4136616,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.291012+00:00,20260325_112244,d0b2d9049eb842f5e29d700e9be63305,2026-03-25 11:26:25,2026-03-25 11:26:25,1
83,Orion Engineers & Associates,"83 Cambridge Street, Suite 3D , Burlington , MA 01803 , United States","83 Cambridge Street, Suite 3D",Burlington,MA,01803,US,(517) 727-9584,http://orionengineers.com/,MA,Associate Member,,orion-engineers-associates-4136658,https://members.acecma.org/fullmemberfirmdirectory/Details/orion-engineers-associates-4136658,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.291012+00:00,20260325_112244,63ccd91a9fc352dc68f3e2cb7933d2b0,2026-03-25 11:26:25,2026-03-25 11:26:25,1
84,Pare Corporation,"10 Lincoln Road, Suite 210 , Suite 210 , Foxboro , MA 02035 , United States","10 Lincoln Road, Suite 210, Suite 210",Foxboro,MA,02035,US,(508) 543-1755 5204,http://www.parecorp.com/,MA,Regular Member,,pare-corporation-4136655,https://members.acecma.org/fullmemberfirmdirectory/Details/pare-corporation-4136655,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.291012+00:00,20260325_112244,ccebc744aa8717fea832062423e68b5a,2026-03-25 11:26:25,2026-03-25 11:26:25,1
85,Parsons,"100 High Street , 4th Floor , Boston , MA 02110 , United States","100 High Street, 4th Floor",Boston,MA,02110,US,(860) 308-6524,http://www.parsons.com/,MA,Regular Member,,parsons-4136660,https://members.acecma.org/fullmemberfirmdirectory/Details/parsons-4136660,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.291012+00:00,20260325_112244,6876192211c67c691e32daa39201a65a,2026-03-25 11:26:25,2026-03-25 11:26:25,1
86,"Pennoni Associates, Inc","186 South Street , Suite 403 , Boston , MA 02111 , United States","186 South Street, Suite 403",Boston,MA,02111,US,(877) 871-3263,http://www.pennoni.com/,MA,Associate Member,,pennoni-associates-inc-4581852,https://members.acecma.org/fullmemberfirmdirectory/Details/pennoni-associates-inc-4581852,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.291012+00:00,20260325_112244,7d942dd3b09c23bc6a8846413f0dceb2,2026-03-25 11:26:25,2026-03-25 11:26:25,1
87,Reliance Engineers,"30 Yarmouth Road , Wellesley , MA 02481 , United States",30 Yarmouth Road,Wellesley,MA,02481,US,(781) 697-8304,http://www.reliance-eng.com/,MA,Regular Member,,reliance-engineers-4136620,https://members.acecma.org/fullmemberfirmdirectory/Details/reliance-engineers-4136620,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.291012+00:00,20260325_112244,40c98764d937e1f234a931f5f3bd3078,2026-03-25 11:26:25,2026-03-25 11:26:25,1
88,Right Turn Solutions,"610 Ten Rod Rd , North Kingstown , RI 02852 , United States",610 Ten Rod Rd,North Kingstown,RI,02852,US,(401) 533-2007,https://www.rightturnllc.com/,MA,Regular Member,,right-turn-solutions-4136591,https://members.acecma.org/fullmemberfirmdirectory/Details/right-turn-solutions-4136591,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.291012+00:00,20260325_112244,fecd83a959250c92f3106251dfff90f8,2026-03-25 11:26:25,2026-03-25 11:26:25,1
89,RINA North America,"2 Liberty Square , 8th Floor , Boston , MA 02109 , United States","2 Liberty Square, 8th Floor",Boston,MA,02109,US,(800) 799-7050,https://www.rina.org/en,MA,Regular Member,,rina-north-america-4136656,https://members.acecma.org/fullmemberfirmdirectory/Details/rina-north-america-4136656,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.291012+00:00,20260325_112244,d4f6717a916860913c126906a6c90290,2026-03-25 11:26:25,2026-03-25 11:26:25,1
90,Samiotes Consultants Inc,,,,MA,,US,(508) 877-6688 812,http://www.samiotes.com/,MA,Regular Member,,samiotes-consultants-inc-4136661,https://members.acecma.org/fullmemberfirmdirectory/Details/samiotes-consultants-inc-4136661,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.291012+00:00,20260325_112244,e92d779df7089cd3759c379db82030c0,2026-03-25 11:26:25,2026-03-25 11:26:25,1
91,Sanborn Head & Associates Inc.,"98 N. Washington St. , Suite 101 , Boston , MA 02114 , United States","98 N. Washington St., Suite 101",Boston,MA,02114,US,(978) 621-7715,http://www.sanbornhead.com/,MA,Associate Member,,sanborn-head-associates-inc-4136659,https://members.acecma.org/fullmemberfirmdirectory/Details/sanborn-head-associates-inc-4136659,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.291012+00:00,20260325_112244,d62b94c3000c43a7e5c85c377b6c8c56,2026-03-25 11:26:25,2026-03-25 11:26:25,1
92,Schnabel Engineering Inc.,"25 Dorchester Avenue, #51549 , Boston , MA 02205 , United States","25 Dorchester Avenue, #51549",Boston,MA,02205,US,(781) 454-9858,http://www.jckunderground.com/,MA,Regular Member,,schnabel-engineering-inc-4136657,https://members.acecma.org/fullmemberfirmdirectory/Details/schnabel-engineering-inc-4136657,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.291012+00:00,20260325_112244,95eb481d72869642c61adf0075feb31f,2026-03-25 11:26:25,2026-03-25 11:26:25,1
93,Simpson Gumpertz & Heger Inc.,"480 Totten Pond Rd , Waltham , MA 02451 , United States",480 Totten Pond Rd,Waltham,MA,02451,US,(781) 907-9135,http://www.sgh.com/,MA,Regular Member,,simpson-gumpertz-heger-inc-4136665,https://members.acecma.org/fullmemberfirmdirectory/Details/simpson-gumpertz-heger-inc-4136665,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.291012+00:00,20260325_112244,911476e32bec73e2adbe7e52887b346d,2026-03-25 11:26:25,2026-03-25 11:26:25,1
94,SLR Consulting,"67 Hunt St , Suite 203-C , Agawam , MA 01001 , United States","67 Hunt St, Suite 203-C",Agawam,MA,01001,US,(603) 212-6093,https://www.slrconsulting.com/,MA,Regular Member,,slr-consulting-4136662,https://members.acecma.org/fullmemberfirmdirectory/Details/slr-consulting-4136662,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.291012+00:00,20260325_112244,f65cc7d8f83c0891dea14c95231f96eb,2026-03-25 11:26:25,2026-03-25 11:26:25,1
95,SMMA,"1000 Massachusetts Ave , Cambridge , MA 02138-5304 , United States",1000 Massachusetts Ave,Cambridge,MA,02138-5304,US,(617) 233-6597,https://www.smma.com/,MA,Regular Member,,smma-4136619,https://members.acecma.org/fullmemberfirmdirectory/Details/smma-4136619,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.291012+00:00,20260325_112244,08e737ef64ad3b13fa83c50793767ae9,2026-03-25 11:26:25,2026-03-25 11:26:25,1
96,Stacey DePasquale Engineering (SDE),,,,MA,,US,(978) 975-0500,http://www.sde-inc.com/,MA,Regular Member,,stacey-depasquale-engineering-sde-4136621,https://members.acecma.org/fullmemberfirmdirectory/Details/stacey-depasquale-engineering-sde-4136621,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.292014+00:00,20260325_112244,f915049eded3fbe4d6757c72bb31dc34,2026-03-25 11:26:25,2026-03-25 11:26:25,1
97,Stantec,"45 Blue Sky Drive , 3rd Floor , Burlington , MA 01803-2756 , United States","45 Blue Sky Drive, 3rd Floor",Burlington,MA,01803-2756,US,(781) 221-1132,https://www.stantec.com/en,MA,Regular Member,,stantec-4178393,https://members.acecma.org/fullmemberfirmdirectory/Details/stantec-4178393,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.292014+00:00,20260325_112244,af58997aa80f70f020b85a928affd789,2026-03-25 11:26:25,2026-03-25 11:26:25,1
98,Steere Engineering Inc,"2350 Post Road , Suite 100 , Warwick , RI 02886 , United States","2350 Post Road, Suite 100",Warwick,RI,02886,US,(401) 773-7880 10,http://www.steereengineering.com/,MA,Regular Member,,steere-engineering-inc-4136569,https://members.acecma.org/fullmemberfirmdirectory/Details/steere-engineering-inc-4136569,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.292014+00:00,20260325_112244,f98a4a35ea489f49c9a14ff5cd76fc4f,2026-03-25 11:26:25,2026-03-25 11:26:25,1
99,STV Incorporated,"One Financial Center, 3rd Floor , Boston , MA 02111-2621 , United States","One Financial Center, 3rd Floor",Boston,MA,02111-2621,US,6174470823,http://www.stvinc.com/,MA,Regular Member,,stv-incorporated-4136666,https://members.acecma.org/fullmemberfirmdirectory/Details/stv-incorporated-4136666,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.292014+00:00,20260325_112244,10ffb1db475fae1c50fbc7a6f5b476f6,2026-03-25 11:26:25,2026-03-25 11:26:25,1
100,"Tata & Howard, Inc.","201 Boston Post Road West , Marlborough , MA 01752 , United States",201 Boston Post Road West,Marlborough,MA,01752,US,(508) 219-4021,http://www.tataandhoward.com/,MA,Regular Member,,tata-howard-inc-4136668,https://members.acecma.org/fullmemberfirmdirectory/Details/tata-howard-inc-4136668,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.292014+00:00,20260325_112244,01748191cf1ae125924ef3487e103f1d,2026-03-25 11:26:25,2026-03-25 11:26:25,1
