id,company_name,address,city,state,zip_code,country,phone,email,website,trade_specialty,services_offered,commercial_residential,emergency_service,phcc_chapter,service_area,membership_type,license_state,dataset,source_url,crawl_date,crawl_session,dedup_hash,first_seen,last_seen,is_new
65,Buckeye Plumbing Inc.,,,FL,,US,(561)793-3169,,http://www.buckeyeplmg.com,Plumbing,Plumbing,Commercial & Residential,Unknown,FL,Florida,PHCC Member,Florida,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,9ef6c256bef33bf57ac2b847dd1e8ba0,2026-03-26 10:34:42,2026-03-26 10:34:42,1
66,Farmer and Irwin Corporation,,,FL,,US,(561)842-5316,,http://www.fandicorp.com,Plumbing/HVAC,"Plumbing, HVAC",Commercial & Residential,Unknown,FL,Florida,PHCC Member,Florida,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,9447d584be5cdd608741a7dfb7a8c04c,2026-03-26 10:34:42,2026-03-26 10:34:42,1
67,"General Plumbing & Air Conditioning, Inc.",,,FL,,US,(561)585-2591,,http://generalplumbing.com/,Plumbing,Plumbing,Commercial & Residential,Unknown,FL,Florida,PHCC Member,Florida,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,1ef05eb3f039cbcd01ea483f67920ac4,2026-03-26 10:34:42,2026-03-26 10:34:42,1
68,"Ridgeway Plumbing, Inc.",,,FL,,US,(561)732-3176,,http://www.ridgewayplumbing.com,Plumbing,Plumbing,Commercial & Residential,Unknown,FL,Florida,PHCC Member,Florida,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,1ebda4e408b63177bef938d34095a67d,2026-03-26 10:34:42,2026-03-26 10:34:42,1
69,"William R. Nash, Inc.",,,FL,,US,(305)885-8155,,http://www.wrnash.com,Plumbing/HVAC,"Plumbing, HVAC",Commercial & Residential,Unknown,FL,Florida,PHCC Member,Florida,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,cc2cc6c5c93521ddac5c86ec49d89cbb,2026-03-26 10:34:42,2026-03-26 10:34:42,1
70,"Airsouth Mechanical, Inc.",,,FL,,US,(305)828-9400,,http://www.airsouthmechanical.com,Cooling & Air,Mechanical,Commercial & Residential,Unknown,FL,Florida,PHCC Member,Florida,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,b80971d4c1749e0fc030ab67d350a9df,2026-03-26 10:34:42,2026-03-26 10:34:42,1
71,Keith Lawson Company Inc.,,,FL,,US,(850)562-2600,,http://www.keithlawson.com,Plumbing/HVAC,"Plumbing, HVAC",Commercial & Residential,Unknown,FL,Florida,PHCC Member,Florida,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,0fe00b7ea251e2d9f43411da16d03877,2026-03-26 10:34:42,2026-03-26 10:34:42,1
72,Specialty Plumbing,,,FL,,US,(863)412-2324,,https://www.specplumbing.com/,Plumbing,Plumbing,Commercial & Residential,Unknown,FL,Florida,PHCC Member,Florida,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,fc004b892547c67dc93dc2ba9493edec,2026-03-26 10:34:42,2026-03-26 10:34:42,1
73,Plumbing by George Inc,,,FL,,US,(941)746-0593,,http://www.plumbingbygeorge.com,Plumbing,Plumbing,Commercial & Residential,Unknown,FL,Florida,PHCC Member,Florida,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,92161f0b2f4e620ffaf9140805fb5e4e,2026-03-26 10:34:42,2026-03-26 10:34:42,1
74,"AM-PM Plumbing, Inc.",,,FL,,US,(352)629-7473,,,Plumbing,Plumbing,Commercial & Residential,Unknown,FL,Florida,PHCC Member,Florida,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,8e8bf262a074874af3de7d00d583fed0,2026-03-26 10:34:42,2026-03-26 10:34:42,1
75,"Dan Heise Plumbing & Heating, Inc.",,,IL,,US,(217)324-3991,,,Plumbing,"Plumbing, Heating",Commercial & Residential,Unknown,IL,Illinois,PHCC Member,Illinois,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,eee757f6d6918a31ce1a16dd82887b36,2026-03-26 10:34:42,2026-03-26 10:34:42,1
76,Rich Plumbing,,,IL,,US,(217)935-3092,,,Plumbing,Plumbing,Commercial & Residential,Unknown,IL,Illinois,PHCC Member,Illinois,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,c338a72a70209d2d5e7ee315bcdf3276,2026-03-26 10:34:42,2026-03-26 10:34:42,1
77,Troublefree Plumbing Inc.,,,IL,,US,,,https://www.troublefreeinc.com/,Plumbing,Plumbing,Commercial & Residential,Unknown,IL,Illinois,PHCC Member,Illinois,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,b047a2939459610d935cb2c51bd88af5,2026-03-26 10:34:42,2026-03-26 10:34:42,1
78,"Mid-Illinois Mechanical, Inc.",,,IL,,US,(309)828-0459,,http://www.midilmech.com,Mechanical Contractor,Mechanical,Commercial & Residential,Unknown,IL,Illinois,PHCC Member,Illinois,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,eba79b3da9a41e9000b15f12285eebd1,2026-03-26 10:34:42,2026-03-26 10:34:42,1
79,CK Brush Plumbing,,,IL,,US,(309)808-3768,,http://www.ckbrush.com,Plumbing,Plumbing,Commercial & Residential,Unknown,IL,Illinois,PHCC Member,Illinois,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,af5f7fa3de44eaf96301a660c52c79ee,2026-03-26 10:34:42,2026-03-26 10:34:42,1
80,"G. A. Rich & Sons, Inc.",,,IL,,US,(309)447-6231,,http://www.garich.com/,Plumbing/HVAC,"Plumbing, HVAC",Commercial & Residential,Unknown,IL,Illinois,PHCC Member,Illinois,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,55f94ca61e8e222a1561b4dcecec5686,2026-03-26 10:34:42,2026-03-26 10:34:42,1
81,"Wm. Masters, Inc.",,,IL,,US,(309)662-8481,,,Plumbing/HVAC,"Plumbing, HVAC",Commercial & Residential,Unknown,IL,Illinois,PHCC Member,Illinois,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,a4602afb288dd71f03d33003934fdd0c,2026-03-26 10:34:42,2026-03-26 10:34:42,1
82,"Loellke Plumbing & Irrigation, Inc.",,,IL,,US,(618)498-5185,,,Plumbing,Plumbing,Commercial & Residential,Unknown,IL,Illinois,PHCC Member,Illinois,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,ea70e71d35ea41088bfee117859966d0,2026-03-26 10:34:42,2026-03-26 10:34:42,1
83,"TCI Companies, Inc.",,,IL,,US,(309)965-2057,,http://www.tcicompanies.com,Plumbing/HVAC,"Plumbing, HVAC",Commercial & Residential,Unknown,IL,Illinois,PHCC Member,Illinois,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,ca9e549051f750127be08df67b894c15,2026-03-26 10:34:42,2026-03-26 10:34:42,1
84,"GRP Wegman Co., Inc.",,,IL,,US,(618)258-9000,,http://www.grpwegman.com,Plumbing/HVAC,"Plumbing, HVAC",Commercial & Residential,Unknown,IL,Illinois,PHCC Member,Illinois,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,43ade12d1f66fda9f18a641d90b6ee4d,2026-03-26 10:34:42,2026-03-26 10:34:42,1
85,The PIPCO Companies LTD,,,IL,,US,(309)692-4060,,https://www.pipco-co.com/,Plumbing/HVAC,"Plumbing, HVAC",Commercial & Residential,Unknown,IL,Illinois,PHCC Member,Illinois,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,23b1f8070abaa8157b1b8d172ca23420,2026-03-26 10:34:42,2026-03-26 10:34:42,1
86,"JEN Mechanical, Inc.",,,IL,,US,(618)433-1720,,http://www.jenmechanical.com,Mechanical Contractor,Mechanical,Commercial & Residential,Unknown,IL,Illinois,PHCC Member,Illinois,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,72689c29b48aeba9fe4dee361e74112c,2026-03-26 10:34:42,2026-03-26 10:34:42,1
87,"Inspector Plumber1, Inc.",,,IL,,US,(618)466-2199,,,Plumbing,Plumbing,Commercial & Residential,Unknown,IL,Illinois,PHCC Member,Illinois,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,eefc3bc3f8664446f0c48cb5293c4113,2026-03-26 10:34:42,2026-03-26 10:34:42,1
88,Kane Mechanical Inc.,,,IL,,US,(618)254-0681,,http://www.kanemechanical.com,Mechanical Contractor,Mechanical,Commercial & Residential,Unknown,IL,Illinois,PHCC Member,Illinois,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,6343ec9b7d1d62f6ce7f5d26bd48de07,2026-03-26 10:34:42,2026-03-26 10:34:42,1
89,Essenpreis Plumbing & Heating,,,IL,,US,(618)654-5588,,http://www.essenpreisplumbing.com,Plumbing,"Plumbing, Heating",Commercial & Residential,Unknown,IL,Illinois,PHCC Member,Illinois,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,99bf054479cbae388eed2438652e5647,2026-03-26 10:34:42,2026-03-26 10:34:42,1
90,icon Mechanical,,,IL,,US,(618)452-0035,,,Mechanical Contractor,Mechanical,Commercial & Residential,Unknown,IL,Illinois,PHCC Member,Illinois,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,d11e706998aaa169b48eb08bb076f98a,2026-03-26 10:34:42,2026-03-26 10:34:42,1
91,Dale Hendricks Plumbing,,,IL,,US,(618)344-2198,,,Plumbing,Plumbing,Commercial & Residential,Unknown,IL,Illinois,PHCC Member,Illinois,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,629374dbb78e33bb0f71d19f25b80e87,2026-03-26 10:34:42,2026-03-26 10:34:42,1
92,Litteken Plumbing,,,IL,,US,(618)224-2249,,https://littekenplumbing.com/,Plumbing,Plumbing,Commercial & Residential,Unknown,IL,Illinois,PHCC Member,Illinois,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,7a97261ad7d8941a2d748fe925ed5415,2026-03-26 10:34:42,2026-03-26 10:34:42,1
93,Maxson Services,,,IL,,US,(618)624-1173,,https://maxsonservices.com/,Plumbing/HVAC,"Plumbing, HVAC",Commercial & Residential,Unknown,IL,Illinois,PHCC Member,Illinois,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,ec20d43c326b0d288e348970f08cdc20,2026-03-26 10:34:42,2026-03-26 10:34:42,1
94,BELOMAN,,,IL,,US,(618)235-6626,,http://www.beloman.com,Plumbing/HVAC,"Plumbing, HVAC",Commercial & Residential,Unknown,IL,Illinois,PHCC Member,Illinois,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,c7bd918f802013f6955e2ae5ed9ffce9,2026-03-26 10:34:42,2026-03-26 10:34:42,1
95,"Dodson Plumbing, Heating & A/C, Inc",,,IL,,US,(815)844-7131,,http://www.dodsonph.com,Plumbing,"Plumbing, Heating",Commercial & Residential,Unknown,IL,Illinois,PHCC Member,Illinois,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,c10b79a3a21a0976acb0b9f8e526141c,2026-03-26 10:34:42,2026-03-26 10:34:42,1
96,"Ehret, Inc.",,,IL,,US,(618)233-1018,,http://www.ehretinc.com,Plumbing/HVAC,"Plumbing, HVAC",Commercial & Residential,Unknown,IL,Illinois,PHCC Member,Illinois,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,f2e371786c71752348a95ec7ed9f735d,2026-03-26 10:34:42,2026-03-26 10:34:42,1
97,Weinland Refrigeration,,,IL,,US,(618)355-0879,,https://www.weinlandrefrigeration.com/,Refrigeration,Refrigeration,Commercial & Residential,Unknown,IL,Illinois,PHCC Member,Illinois,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,513df7f1cd4be3653c862a26066e747b,2026-03-26 10:34:42,2026-03-26 10:34:42,1
98,Haier Plumbing & Heating,,,IL,,US,(618)243-5908,,http://haierplumbing.com,Plumbing,"Plumbing, Heating",Commercial & Residential,Unknown,IL,Illinois,PHCC Member,Illinois,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,a2901d6ed667fb399da491f412269e10,2026-03-26 10:34:42,2026-03-26 10:34:42,1
99,JB Contracting Corp,,,IL,,US,(815)223-9800,,http://www.jbcontracting.com/,Plumbing/HVAC,"Plumbing, HVAC",Commercial & Residential,Unknown,IL,Illinois,PHCC Member,Illinois,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,f2cbe6874c5e6ee0ac7737200ff82a6f,2026-03-26 10:34:42,2026-03-26 10:34:42,1
100,"Bradbury Plumbing, Heating, Air, & Electrical",,,IL,,US,(815)791-9272,,https://www.bradburyheatingair.com/,Plumbing,"Plumbing, Heating",Commercial & Residential,Unknown,IL,Illinois,PHCC Member,Illinois,phcc_plumbing_hvac_contractors,https://www.phccweb.org/tools-resources/find-a-contractor/,2026-03-26T10:34:42.038410+00:00,20260326_103213,8495a138c0513aa9383312ce009b581c,2026-03-26 10:34:42,2026-03-26 10:34:42,1
