id,company_name,address,city,state,state_full,zip_code,country,phone,email,website,brewery_type,is_craft_brewery,independence_certified,membership_status,membership_type,voting_member,account_badges,year_established,latitude,longitude,geocode_accuracy,region,dataset,source_url,crawl_date,crawl_session,dedup_hash,first_seen,last_seen,is_new
63,Naptowne Brewing Company,35021 Sterling Highway,Sterling,AK,Alaska,99672,US,907-398-1981,,,Taproom,Yes,No,Expired,Brewery Membership,No,,,60.535613,-150.795231,Address,Pacific,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,2c6f7a973d95957c707340cf68cc699b,2026-03-25 20:30:01,2026-03-26 16:02:01,0
64,Boots 2 Brews At Zip Kombucha,8161 Schoon Street,Anchorage,AK,Alaska,99518,US,9073517821,,http://www.zipkombucha.com/,Taproom,Yes,No,,,No,,,61.147354,-149.875509,NearAddress,Pacific,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,a851773c274d21c0bc7385ebe1739e0d,2026-03-25 20:30:01,2026-03-26 16:02:01,0
65,Southern Hops Brewing Co.,911 South Sunset Acres Lane,Florence,SC,South Carolina,29501,US,,,,Brewpub,Yes,No,Expired,Brewery Membership,No,,,34.174476,-79.831875,NearAddress,Southeast,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,019c4971566dadf8f17f96fcb9865ba8,2026-03-25 20:30:01,2026-03-26 16:02:01,0
66,Broad Leaf Westside,443 Bridge Street NW,Grand Rapids,MI,Michigan,49504,US,,,,Brewpub,Yes,No,Active,Brewery Membership,Yes,,,42.970829,-85.680674,Address,Midwest,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,b243814380e642d5039d33b38d9cc0e8,2026-03-25 20:30:01,2026-03-26 16:02:01,0
67,Big Cherry Brewing Company,402 Wood Ave E,Big Stone Gap,VA,Virginia,24219,US,2765241471,,https://bigcherrybrewingco.com/,Brewpub,Yes,No,Expired,Monthly Brewery Membership,No,,,36.86698,-82.774617,Address,Mid-Atlantic,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,1fa7c3e0f8a66b2ed20aecae484b2b8b,2026-03-25 20:30:01,2026-03-26 16:02:01,0
68,Hairy Guys Brewing,204 Center St,Jim Thorpe,PA,Pennsylvania,18229,US,(610) 737-4349,,https://www.hairyguysbrewing.com,Taproom,Yes,No,Active,Brewery Membership,Yes,"BA Brewery Member,CBC 2026 Attendee",,40.870752,-75.734269,Address,Northeast,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,78de60fb6a9468056cba54c03f1781c8,2026-03-25 20:30:01,2026-03-26 16:02:01,0
69,brewwell,51 Sweeten Creek Road,Asheville,NC,North Carolina,28803,US,252-933-4071,,https://www.brewwellavl.com,Brewery In Planning,No,No,Expired,Brewery Membership,No,CBC 2023 Attendee,,35.564192,-82.534686,Address,Southeast,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,a8fb530213b9c44a0f106110f7e9f794,2026-03-25 20:30:01,2026-03-26 16:02:01,0
70,Old School Brewing,704 Ferrill Hill Rd,Buffalo,KY,Kentucky,42716-8423,US,2707669906,,,Brewery In Planning,No,No,Active,Monthly Brewery Membership,No,BA Monthly Brewery Member,,37.507822,-85.686109,Address,Southeast,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,9d09054f164a5353006ee66e6249da4e,2026-03-25 20:30:01,2026-03-26 16:02:01,0
71,Brewlab,1411 Roth Dr.,Joliet,IL,Illinois,60431,US,,,,Brewery In Planning,No,No,Expired,Monthly Brewery Membership,No,,,41.547401,-88.239853,Address,Midwest,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,88c9da3bdc828900e921da5c6cdea166,2026-03-25 20:30:01,2026-03-26 16:02:01,0
72,Myrcene Ale,39 Ragged Rock Rd Unit 5,Old Saybrook,CT,Connecticut,06475,US,8603393762,,https://www.myrceneale.com/,Taproom,Yes,No,Expired,Brewery Membership,No,,,41.302775,-72.370079,Address,Northeast,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,b1c655745ae8c56179dbd0a9f972af04,2026-03-25 20:30:01,2026-03-26 16:02:01,0
73,Okay Beer Company,126 W Main St,Honeoye Falls,NY,New York,14472-1104,US,,,https://www.drinkokaybeer.com,Brewpub,Yes,No,,,No,,,42.948665,-77.601138,Address,Northeast,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,e3bd946eb1bb05ae9b0684bf5932eeb3,2026-03-25 20:30:01,2026-03-26 16:02:01,0
74,Juan Anotnio,,,,,,US,,,,,No,No,,,No,,,,,,,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,8e34f56cc7058acfab1bc17301999c14,2026-03-25 20:30:01,2026-03-26 16:02:01,0
75,Danico Brewing Company,18490 E 66th Ave,Denver,CO,Colorado,80249-7999,US,3035312739,,,Taproom,Yes,No,Active,Brewery Membership,Yes,"CBC 2023 Attendee,BA Brewery Member",,39.816878,-104.766466,Street,Mountain,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,3421ce94b0af36baf7c0aea4b7805145,2026-03-25 20:30:01,2026-03-26 16:02:01,0
76,"Haberle Congress Brewing Company, LLC.",3736 Milton Ave #1068,Camillus,NY,New York,13031,US,7039631631,,,Contract,Yes,No,Active,Brewery Membership,Yes,"CBC 2024 Attendee,BA Brewery Member",,43.052434,-76.262821,NearAddress,Northeast,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,0ca9aae8be4c5da27b2f970d0836fe6b,2026-03-25 20:30:01,2026-03-26 16:02:01,0
77,"Squatch Brewing, Inc",203 Townsend Dr,Monroeville,PA,Pennsylvania,15146,US,800.817.5116,,,Taproom,Yes,No,Active,Brewery Membership,Yes,BA Brewery Member,,40.460418,-79.764239,Address,Northeast,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,f16387ff4b1a26ce654122524d936274,2026-03-25 20:30:01,2026-03-26 16:02:01,0
78,Bothell Barrel House,18204 Bothell Everett Highway,Bothell,WA,Washington,98012,US,,,,Taproom,Yes,No,Expired,Brewery Membership,No,,,47.832916,-122.21043,Address,Pacific,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,52a51f1952a1b894da5c9783eb8de93a,2026-03-25 20:30:01,2026-03-26 16:02:01,0
79,Root + Branch Brewing,360 Marconi Boulevard,Copiague,NY,New York,11726,US,,,https://www.rootandbranchbrewing.com,Taproom,Yes,No,,,No,,,40.681223,-73.402683,Address,Northeast,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,356af4555615a66f0f73e0db6c9887c1,2026-03-25 20:30:01,2026-03-26 16:02:01,0
80,Native Son,832 S Olive St,Los Angeles,CA,California,90014-3006,US,2132701599,,,Micro,Yes,No,Expired,Brewery Membership,No,CBC 2023 Attendee,,34.044406,-118.257456,NearAddress,Pacific,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,dd64851891161b9867fb0069a74da0c3,2026-03-25 20:30:01,2026-03-26 16:02:01,0
81,Jagerhund Brewing,3521 E Lincolnway,CHEYENNE,WY,Wyoming,82001,US,3072870358,,,Brewery In Planning,No,No,Active,Brewery Membership,No,"CBC 2024 Attendee,BA Brewery Member",,41.137289,-104.765631,Address,Mountain,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,e150edee4e04ac2c78ef3681445c6067,2026-03-25 20:30:01,2026-03-26 16:02:01,0
82,Useless Creatures Brewing Company,41 N Main St,Three Rivers,MI,Michigan,49093-1531,US,,,https://www.uselesscreaturesbrewing.com,Brewpub,Yes,No,,,No,,,41.944671,-85.633667,Block,Midwest,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,8e135ec3214b9237dd26a8d276229bc7,2026-03-25 20:30:01,2026-03-26 16:02:01,0
83,Granite Bay Brewing Company,8601 Auburn Folsom Road,Granite Bay,CA,California,95746,US,(916) 938-2337,,https://granitebaybrewingcompany.com/,Taproom,Yes,No,,,No,,,38.741957,-121.170449,Block,Pacific,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,6cadff3c673582df99ba4695c29112bb,2026-03-25 20:30:01,2026-03-26 16:02:01,0
84,Tennessee Brew Works - Lenoir City,200 E Depot St,Lenoir City,TN,Tennessee,37771-2917,US,,,,Brewery In Planning,No,No,Expired,Brewery Membership,No,,,35.791048,-84.264452,Block,Southeast,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,5ac84426889bc503fd6981b9bd06d5f3,2026-03-25 20:30:01,2026-03-26 16:02:01,0
85,Swamp Cat Brew Co,1943 Fowler St,Fort Myers,FL,Florida,33901-3021,US,(831) 264-3998,,https://www.swampcatbrewing.com,Brewpub,Yes,No,,,No,,,26.641544,-81.862141,Address,Southeast,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,6be3cf506fd82aed8195a46e5ad1813c,2026-03-25 20:30:01,2026-03-26 16:02:01,0
86,Omnium Brewing,300 Main Street,Nashua,NH,New Hampshire,03060,US,6033275853,,https://www.omniumbrewing.com,Brewpub,Yes,No,Active,Brewery Membership,Yes,BA Brewery Member,,42.752772,-71.459937,Address,Northeast,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,d52ba3aeb7e899162f376dc5c2b631aa,2026-03-25 20:30:01,2026-03-26 16:02:01,0
87,Ship Bottom Brewery - Blendery & Barrel House,5 PARK AVE,SWARTHMORE,PA,Pennsylvania,19081,US,6104675804,,https://www.shipbottombrewery.com,Micro,Yes,No,Active,Brewery Membership,Yes,,,39.902208,-75.34962,Address,Northeast,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,5ad7182a63a793c45085ea063feb772a,2026-03-25 20:30:01,2026-03-26 16:02:01,0
88,Staples Brewery Project,232 Park Rd,Staples,MN,Minnesota,56479-3312,US,2182961419,,,Brewery In Planning,No,No,Expired,Brewery Membership,No,,,46.381844,-94.796509,Address,Midwest,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,691eef7a942a8e90831664a26f78f6e4,2026-03-25 20:30:01,2026-03-26 16:02:01,0
89,Coal Run Craft,2382 Coal Run Rd,Homer City,PA,Pennsylvania,15748-7823,US,724-422-4808,,,Micro,Yes,No,Expired,Monthly Brewery Membership,No,,,40.55743,-79.295365,Block,Northeast,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.891627+00:00,20260326_160140,553bb58cd0bd2430792429682b284429,2026-03-25 20:30:01,2026-03-26 16:02:01,0
90,Campfire Brewing,6300 Frost Road,Westerville,OH,Ohio,43082,US,6142037130,,,Taproom,Yes,No,Expired,Brewery Membership,No,,,40.151958,-82.916451,Address,Midwest,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.892626+00:00,20260326_160140,b60be6f5e43733126650c031d0f97128,2026-03-25 20:30:01,2026-03-26 16:02:01,0
91,Smittox Brewing Co.,903 Princeton Dr,Allen,TX,Texas,75002,US,2144045250,,https://www.smittoxbrewing.com,Brewery In Planning,No,No,Expired,Individual Membership,No,CBC 2023 Attendee,,33.081504,-96.650655,Address,Southwest,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.892626+00:00,20260326_160140,9b7a6f3be54aa586a7d7a4b44d6b9b43,2026-03-25 20:30:01,2026-03-26 16:02:01,0
92,Redd Dog Brewing Company,1710 223rd Ave SE,Sammamish,WA,Washington,98075-9570,US,4254667545,,,Brewery In Planning,No,No,Cancelled,Brewery Membership,No,,,47.594493,-122.041441,Address,Pacific,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.892626+00:00,20260326_160140,f3924ceba6f6a49ae0f9b0fc4021a067,2026-03-25 20:30:01,2026-03-26 16:02:01,0
93,Crooked Can Brewing Company Ohio,5354 Center St,Hilliard,OH,Ohio,43026-1454,US,614-219-1500,,https://www.crookedcanohio.com,Taproom,Yes,No,Active,Brewery Membership,Yes,,,40.034575,-83.160042,Address,Midwest,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.892626+00:00,20260326_160140,485e7b45acb57a161659ca2e3b754a59,2026-03-25 20:30:01,2026-03-26 16:02:01,0
94,Log Home Brewing Company,5727 Courthouse Rd,Spotsylvania,VA,Virginia,22551-6101,US,(540) 895-7011,,http://www.loghomebrewing.com/,Brewpub,Yes,No,Expired,Brewery Membership,No,,,38.116939,-77.763143,Address,Mid-Atlantic,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.892626+00:00,20260326_160140,73f5226463414a4dfc23a28d6480c53b,2026-03-25 20:30:01,2026-03-26 16:02:01,0
95,Boulder Social,1600 38th St,Boulder,CO,Colorado,80301-2610,US,720-716-3345,,,Brewpub,Yes,No,Active,Brewery Membership,Yes,"BA Brewery Member,2025 BOD Voter",,40.015073,-105.245795,Address,Mountain,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.892626+00:00,20260326_160140,b3796947b0b1120e6c05451bd07b4c12,2026-03-25 20:30:01,2026-03-26 16:02:01,0
96,Arrogant Goat Brewing,125 E Rensselaer St,Bucyrus,OH,Ohio,44820-2321,US,,,https://www.arrogantgoatbrewing.com/,Brewpub,Yes,No,Expired,Brewery Membership,No,,,40.807424,-82.974511,Address,Midwest,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.892626+00:00,20260326_160140,096ed36b35e6a0c0e2c9aac7cd907897,2026-03-25 20:30:01,2026-03-26 16:02:01,0
97,Capsoul Brewing Collective,,Richmond,VA,Virginia,,US,,,https://www.capsoulbrewing.com,Brewery In Planning,No,No,Expired,Brewery Comp Membership,No,,,,,,Mid-Atlantic,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.892626+00:00,20260326_160140,5ccb443a471d88941386083072c15e14,2026-03-25 20:30:01,2026-03-26 16:02:01,0
98,Bent Beam Brewing,41 West Main Street,Canton,NY,New York,13617,US,,,https://bentbeambrewing.com/,Brewery In Planning,No,No,,,No,,,44.594188,-75.18046,Address,Northeast,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.892626+00:00,20260326_160140,dff9ce60d46e59e6fc8bdedc4e5274d6,2026-03-25 20:30:01,2026-03-26 16:02:01,0
99,Hive Brewing Company,61 Canal St,Westerly,RI,Rhode Island,02891,US,,,https://www.hive.beer/,Alt Prop,Yes,No,,,No,,,41.384919,-71.832278,Address,Northeast,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.892626+00:00,20260326_160140,acc41b43e3316bd42cb28f0155e85b7c,2026-03-25 20:30:01,2026-03-26 16:02:01,0
100,Humboldt Brewing Company,2461 Alliance Road,Arcata,CA,California,95521,US,,,https://www.humboldtbrewingco.com,Micro,Yes,No,,,No,,,40.884276,-124.090438,Block,Pacific,brewers_association,https://www.brewersassociation.org/directories/breweries/,2026-03-26T16:02:00.892626+00:00,20260326_160140,89e302d2fcaa2113f4ed31d3ae545ca9,2026-03-25 20:30:01,2026-03-26 16:02:01,0
