id,company_name,address,city,state,zip_code,country,phone,email,website,provider_id,accreditation_area,service_domain,program_types,population_served,accreditation_status,is_administrative_only,program_count,latitude,longitude,dataset,source_url,crawl_date,crawl_session,dedup_hash,first_seen,last_seen,is_new
81,ARTS-Westside-Center-for-Change-DBA-Opioid-Treatment-Program-215143,6303 Wadsworth Bypass,Arvada,CO,80003,US,303-935-7004,,https://www.artstreatment.com,215143,,,,,Accredited,No,0,39.8112835,-105.0805386,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.078289+00:00,20260326_102413,carf_pid_215143,2026-03-26 11:02:37,2026-03-26 11:02:37,1
82,ARTS-Westside-Center-for-Change-DBA-Opioid-Treatment-Program-Mobile-Unit-393793,6303 Wadsworth Bypass,Arvada,CO,80003,US,303-935-7004,,,393793,,,,,Accredited,No,0,39.8112835,-105.0805386,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.078289+00:00,20260326_102413,carf_pid_393793,2026-03-26 11:02:37,2026-03-26 11:02:37,1
83,Ascend-Behavioral-Health-and-Wellness-LLC-272530,27818 North 24th Lane,Phoenix,AZ,85085,US,623-879-9522,,https://www.ascendbhw.com,272530,,,,,Accredited,No,0,33.7372978,-112.1128133,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.078289+00:00,20260326_102413,carf_pid_272530,2026-03-26 11:02:37,2026-03-26 11:02:37,1
84,Ascend-Behavioral-Health-and-Wellness-LLC-275252,,Phoenix,AZ,,US,,,,275252,,,,,Accredited,No,0,33.4482948,-112.0725488,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.078289+00:00,20260326_102413,carf_pid_275252,2026-03-26 11:02:37,2026-03-26 11:02:37,1
85,Ascend-Behavioral-Health-and-Wellness-LLC-275253,,Phoenix,AZ,,US,,,,275253,,,,,Accredited,No,0,33.4482948,-112.0725488,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.078289+00:00,20260326_102413,carf_pid_275253,2026-03-26 11:02:37,2026-03-26 11:02:37,1
86,Ascend-Behavioral-Health-and-Wellness-LLC-275254,,Phoenix,AZ,,US,,,,275254,,,,,Accredited,No,0,33.4482948,-112.0725488,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.078289+00:00,20260326_102413,carf_pid_275254,2026-03-26 11:02:37,2026-03-26 11:02:37,1
87,Ascend-Behavioral-Health-and-Wellness-LLC-302546,,Phoenix,AZ,,US,,,,302546,,,,,Accredited,No,0,33.4482948,-112.0725488,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.078289+00:00,20260326_102413,carf_pid_302546,2026-03-26 11:02:37,2026-03-26 11:02:37,1
88,Ascend-Behavioral-Health-and-Wellness-LLC-321396,,Phoenix,AZ,,US,,,,321396,,,,,Accredited,No,0,33.4482948,-112.0725488,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.078289+00:00,20260326_102413,carf_pid_321396,2026-03-26 11:02:37,2026-03-26 11:02:37,1
89,Ascend-Behavioral-Health-and-Wellness-LLC-353121,,Phoenix,AZ,,US,,,,353121,,,,,Accredited,No,0,33.4482948,-112.0725488,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.078289+00:00,20260326_102413,carf_pid_353121,2026-03-26 11:02:37,2026-03-26 11:02:37,1
90,Ascend-Behavioral-Health-and-Wellness-LLC-353138,,Phoenix,AZ,,US,,,,353138,,,,,Accredited,No,0,33.4482948,-112.0725488,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.078289+00:00,20260326_102413,carf_pid_353138,2026-03-26 11:02:37,2026-03-26 11:02:37,1
91,Ascend-RRTP-397985,1700 North Wheeling Street Building Q,Aurora,CO,80045,US,,,,397985,,,,,Accredited,No,0,39.7427273,-104.829938,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.078289+00:00,20260326_102413,carf_pid_397985,2026-03-26 11:02:37,2026-03-26 11:02:37,1
92,Asher-House-354389,336 West 6th Street,Mesa,AZ,85201,US,480-833-9552,,,354389,,,,,Accredited,No,0,33.426268,-111.8387997,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.078289+00:00,20260326_102413,carf_pid_354389,2026-03-26 11:02:37,2026-03-26 11:02:37,1
93,Ashley’s-Place-2-377845,,Phoenix,AZ,,US,,,,377845,,,,,Accredited,No,0,33.4482266,-112.0776781,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.078289+00:00,20260326_102413,carf_pid_377845,2026-03-26 11:02:37,2026-03-26 11:02:37,1
94,Ashley’s-Place-377844,,Phoenix,AZ,,US,,,,377844,,,,,Accredited,No,0,33.4482266,-112.0776781,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.078289+00:00,20260326_102413,carf_pid_377844,2026-03-26 11:02:37,2026-03-26 11:02:37,1
95,Aspen-Home-276660,,Evanston,WY,,US,,,,276660,,,,,Accredited,No,0,41.2682794,-110.9632373,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.078289+00:00,20260326_102413,carf_pid_276660,2026-03-26 11:02:37,2026-03-26 11:02:37,1
96,Aspire-Academy-311076,371 South Vineyard Road,Orem,UT,84058,US,801-960-1680,,https://www.wasatch.org,311076,,,,,Accredited,No,0,40.2907519,-111.7350151,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.078289+00:00,20260326_102413,carf_pid_311076,2026-03-26 11:02:37,2026-03-26 11:02:37,1
97,Aspire-Addiction-Recovery-Center-LLC-252427,1816 FM 2378,Lubbock,TX,79407,US,806-589-5911,,https://www.fireskyrecovery.com,252427,,,,,Accredited,No,0,33.5779529,-102.0793977,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.078289+00:00,20260326_102413,carf_pid_252427,2026-03-26 11:02:37,2026-03-26 11:02:37,1
98,Austin-House-388194,,Mesa,AZ,,US,,,,388194,,,,,Accredited,No,0,33.4151843,-111.8314724,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.078289+00:00,20260326_102413,carf_pid_388194,2026-03-26 11:02:37,2026-03-26 11:02:37,1
99,Avery-House-353925,,San Tan Valley,AZ,,US,,,,353925,,,,,Accredited,No,0,33.177294,-111.5468301,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.078289+00:00,20260326_102413,carf_pid_353925,2026-03-26 11:02:37,2026-03-26 11:02:37,1
100,Aviva-Children’s-Services-371108,153 South Plumer Avenue,Tucson,AZ,85719,US,520-327-6779,,,371108,,,,,Accredited,No,0,32.2204405,-110.9390289,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.078289+00:00,20260326_102413,carf_pid_371108,2026-03-26 11:02:37,2026-03-26 11:02:37,1
